Singular Value,APPLE_FRAME,AURORA_BOREALIS,BARN,BEACH,BOAT,BRIDGE,BUILDING,BUSHES,CABIN,CACTUS,CIRCLE_FRAME,CIRRUS,CLIFF,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,DIANE_ANDRE,DOCK,DOUBLE_OVAL_FRAME,FARM,FENCE,FIRE,FLORIDA_FRAME,FLOWERS,FOG,FRAMED,GRASS,GUEST,HALF_CIRCLE_FRAME,HALF_OVAL_FRAME,HILLS,LAKE,LAKES,LIGHTHOUSE,MILL,MOON,MOUNTAIN,MOUNTAINS,NIGHT,OCEAN,OVAL_FRAME,PALM_TREES,PATH,PERSON,PORTRAIT,RECTANGLE_3D_FRAME,RECTANGULAR_FRAME,RIVER,ROCKS,SEASHELL_FRAME,SNOW,SNOWY_MOUNTAIN,SPLIT_FRAME,STEVE_ROSS,STRUCTURE,SUN,TOMB_FRAME,TREE,TREES,TRIPLE_FRAME,WATERFALL,WAVES,WINDMILL,WINDOW_FRAME,WINTER,WOOD_FRAMED
2.231302,-0.200891,-0.158101,-0.121766,-0.005161,-0.617008,0.174448,-0.287517,-0.047271,0.163503,0.064361,-0.214708,0.229673,0.149852,-0.013487,-0.019341,0.121142,-0.243852,0.006158,-0.052212,0.030973,-0.192623,0.221600,0.079287,0.228782,-0.100070,-0.004245,0.125976,0.027860,-0.060846,-0.078516,-0.056322,-0.029933,-0.017882,-0.038871,0.025019,0.024230,-0.030572,-0.024533,0.016377,-0.008748,-0.009110,-0.003258,-0.006845,-0.004730,-0.020083,0.010139,0.000221,-0.002371,0.000397,-0.004149,-0.006224,-0.009682,0.001694,-0.006167,0.001826,0.026029,0.021286,0.014572,0.014957,-0.005613,0.000963,-0.017851,0.000158,-0.000609,-0.000000,0.000000,0.000000
2.212383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.595008,-0.803719,-0.000000
2.102306,-0.000339,-0.000307,0.004296,0.009305,-0.000562,-0.003444,0.000358,-0.001653,-0.004585,0.001496,0.002722,0.004948,-0.005286,0.003135,-0.012696,0.020896,0.005780,0.003738,-0.010521,0.002124,0.003479,0.012940,-0.025962,-0.021938,0.017844,0.021614,0.063900,-0.020381,0.059898,0.018831,-0.093999,-0.038033,0.043292,-0.117566,0.042589,0.117769,0.034261,-0.079795,-0.118829,-0.029346,-0.037957,0.024514,0.102452,-0.033754,0.019113,0.321759,-0.000567,0.001702,-0.006578,-0.016099,0.002502,-0.068303,-0.016277,-0.080184,0.013660,0.039393,0.056784,0.034281,-0.125413,0.021966,0.359645,0.793775,-0.115174,0.000219,0.000000,-0.000000,-0.000000
2.001504,-0.002216,0.008395,0.002648,0.002977,0.005284,0.000606,0.008528,-0.007067,-0.016866,0.022436,-0.004600,0.025993,0.000450,0.002347,-0.011053,0.004228,-0.004030,-0.016952,-0.016101,0.003265,-0.002894,0.014893,0.006280,0.000083,0.003386,0.003146,-0.003066,-0.003569,0.029654,0.029475,0.044373,0.034761,-0.003025,-0.003341,-0.003048,0.044578,0.158534,0.010538,-0.147824,-0.377605,-0.082776,-0.041352,-0.839783,0.211264,0.142239,0.058960,0.002648,-0.001474,0.012490,-0.005268,0.027383,-0.009654,-0.003215,0.047851,0.009396,-0.011637,0.058085,0.068371,0.053149,-0.007928,0.038327,0.023952,-0.043948,-0.002995,0.000000,-0.000000,-0.000000
1.852418,-0.003785,-0.001873,-0.010201,0.014383,0.005349,-0.000470,-0.001996,-0.005641,0.009794,0.002391,0.011092,0.000593,-0.011642,-0.004184,-0.010381,0.060484,0.020496,0.024251,-0.024737,0.015585,0.012486,-0.016766,-0.062561,-0.050643,0.037269,0.025029,0.237135,-0.063653,0.046282,-0.089961,0.100063,-0.015692,0.090289,-0.040405,-0.032763,-0.069573,0.061302,0.107050,0.770954,-0.090580,-0.015442,0.007055,-0.125116,0.002774,-0.073262,-0.371129,-0.005883,0.007380,0.006719,0.026728,-0.031561,0.014353,0.004722,0.007892,-0.060141,0.012615,-0.019903,-0.043572,-0.134447,0.181595,0.073367,0.210446,-0.049148,0.000644,0.000000,0.000000,-0.000000
1.670504,-0.242236,-0.431305,0.051822,-0.167896,-0.019989,-0.191816,0.210032,0.162329,0.085138,0.115362,0.161631,0.085748,-0.065563,-0.024275,0.015031,-0.051373,-0.036320,0.070777,-0.094506,-0.173711,0.031334,-0.115493,0.267648,0.076380,0.268186,0.566360,-0.047267,0.043910,-0.042612,-0.000394,0.018332,-0.035994,0.024149,0.014490,-0.039278,0.012425,-0.036215,-0.102303,0.028398,0.011522,0.006518,0.012798,-0.017127,0.002131,0.005900,0.003167,-0.004258,-0.005699,0.012909,0.006030,-0.002891,0.013250,-0.005538,-0.008265,-0.009785,0.021239,-0.012722,0.007091,0.012657,-0.002615,0.013795,-0.006422,-0.002767,-0.000239,0.000000,0.000000,0.000000
1.505509,-0.154426,-0.322065,0.014425,-0.104377,0.014832,-0.159754,0.150953,0.195998,0.019115,0.248258,0.075670,-0.131899,0.267320,-0.562653,-0.287425,0.059633,0.169485,-0.048068,0.047516,0.125140,0.005504,0.067527,-0.044332,-0.087661,-0.184005,-0.325261,0.038817,-0.054494,0.005707,-0.035594,-0.032871,0.027099,-0.017946,-0.017257,0.010938,-0.003152,-0.007344,0.046584,-0.023161,0.002983,0.001370,-0.004938,0.003503,0.005069,0.011893,-0.007544,0.002309,0.001067,0.000159,-0.005272,-0.000197,-0.019125,0.000900,0.003949,-0.012421,-0.013709,-0.004491,0.004937,-0.000902,0.001443,-0.003644,0.002661,-0.002801,-0.000828,0.000000,-0.000000,-0.000000
1.496672,-0.012206,0.000560,-0.010036,0.044279,0.016443,-0.008248,-0.035511,0.010059,0.017882,0.002677,0.012843,0.028311,-0.018783,0.002348,-0.030865,0.124805,0.052521,0.071059,0.010237,-0.034139,0.043385,-0.051730,-0.211623,-0.177956,0.102010,0.143896,0.726544,-0.229122,0.229193,-0.153190,-0.015019,-0.110667,-0.021186,0.160374,-0.105265,-0.125198,0.075743,-0.057724,-0.115105,-0.026400,0.025249,0.005008,0.051204,-0.017716,0.016696,0.240545,0.003204,-0.005934,-0.005177,-0.011323,0.020180,0.004586,-0.005863,-0.002434,0.030884,0.002346,0.026540,0.047100,0.115892,-0.086577,-0.061216,-0.142773,0.024234,0.000345,-0.000000,-0.000000,-0.000000
1.414509,-0.015127,0.001430,0.219470,0.270654,0.006845,0.041055,-0.144568,0.111860,0.089490,0.023794,0.306776,-0.016910,0.032748,0.110052,-0.109509,0.215028,0.082305,0.094994,0.028182,-0.003678,0.017478,0.061431,-0.039596,0.029194,0.000709,0.046507,0.019092,0.008083,0.016137,0.002536,-0.012160,0.023773,-0.161334,-0.065995,0.151935,0.268833,-0.164502,0.001157,0.005936,0.006398,0.030598,-0.001713,-0.076993,-0.052708,-0.156132,-0.043631,-0.078452,0.000224,-0.025369,0.120926,0.057741,-0.036409,0.004158,-0.233278,0.133497,-0.405105,-0.173401,-0.033723,0.027931,0.016635,0.356671,-0.174677,0.029878,0.002561,0.000000,-0.000000,-0.000000
1.394016,-0.045964,0.055431,-0.011015,0.065306,0.022216,0.067882,-0.076830,0.551600,-0.106120,-0.146742,-0.140539,0.066976,-0.082682,-0.043802,0.078133,-0.020785,-0.028066,-0.074805,-0.002578,-0.039464,-0.020197,-0.083188,0.008251,0.000953,0.051930,0.005931,0.120373,-0.080195,-0.172167,0.048985,-0.247415,0.612473,-0.049502,-0.093857,-0.008550,-0.108869,-0.007316,0.008709,0.007229,-0.026520,0.073101,-0.016427,-0.002608,-0.037961,0.045073,-0.011175,0.001393,0.000807,0.001291,0.007124,0.001303,-0.008338,0.002665,-0.008892,0.003639,-0.007343,-0.005382,0.001925,-0.008387,-0.004124,-0.008633,0.016599,-0.008291,0.247703,0.000000,-0.000000,-0.000000
1.309352,-0.002757,0.000232,0.050675,0.062620,0.002063,0.003118,-0.044446,0.057212,0.017949,-0.019980,0.085223,0.009584,0.037557,0.030070,0.013247,0.150216,0.048833,0.111260,0.045031,-0.019992,0.031899,0.081384,-0.007387,0.007262,0.018538,-0.023205,-0.022637,0.050809,-0.115084,-0.267937,0.517457,0.121811,0.464069,-0.453287,-0.081828,-0.238127,0.094698,-0.047991,-0.128676,0.053086,0.045888,-0.002223,0.008770,-0.022499,0.006623,0.023720,-0.001789,0.001155,-0.008114,0.014422,-0.000425,-0.004779,0.002339,-0.010241,0.018062,-0.007294,-0.037165,-0.006649,0.001477,-0.189899,0.011324,-0.000841,0.044340,-0.002890,-0.000000,-0.000000,0.000000
1.235905,-0.056810,0.107633,-0.035063,0.023776,-0.114317,-0.220507,0.032740,0.039596,-0.178000,0.179962,0.113656,-0.499782,-0.344444,-0.080875,0.295794,0.097289,-0.162094,-0.098072,0.388948,-0.076102,-0.147719,0.237320,0.115934,0.203635,-0.052425,-0.013619,0.111683,-0.008701,0.032690,-0.044810,-0.029137,-0.024545,0.002417,-0.004621,0.032613,0.024935,0.009350,-0.135329,0.026329,-0.016462,0.003880,0.016062,-0.017706,-0.028528,0.011239,0.000015,-0.002924,-0.000631,-0.000059,0.001534,-0.005177,-0.011301,-0.019576,0.002446,-0.016685,0.011471,0.005998,-0.012296,0.000729,0.004429,0.000408,-0.018337,-0.003072,-0.001276,0.000000,-0.000000,0.000000
1.195569,-0.001072,0.002395,-0.001059,-0.002044,-0.007592,0.009366,-0.000964,-0.002271,-0.002767,0.001994,0.003775,0.000382,0.004742,0.000155,-0.000732,0.002954,-0.001757,0.008486,-0.001830,0.003217,0.000147,-0.003898,-0.004290,-0.000933,-0.001383,-0.000229,-0.000792,-0.001513,-0.006079,0.006621,-0.000043,0.004889,-0.009520,-0.000527,0.005873,-0.007355,0.010486,0.055681,-0.020308,0.009638,0.092450,0.695535,-0.038831,-0.004011,0.032042,-0.008907,-0.000302,-0.001750,0.000090,-0.002326,0.000320,0.002125,-0.009884,-0.002647,-0.021588,-0.001777,-0.000980,-0.004940,-0.002579,0.004542,-0.000315,-0.005999,-0.004945,-0.001935,-0.568315,0.420735,-0.000000
1.048345,-0.000050,-0.000392,0.000200,0.000151,-0.001528,0.000554,0.001984,0.001878,0.002843,-0.000299,-0.004108,-0.000631,0.004544,0.015361,-0.003060,-0.001337,0.039074,-0.045409,0.038779,0.070738,0.020022,0.010326,-0.005093,0.024894,0.004938,0.064124,0.008656,0.036260,-0.000401,0.015672,0.029964,-0.046982,-0.380447,-0.256987,0.032934,-0.347922,0.107496,-0.023310,0.014171,-0.020400,-0.586695,0.064601,0.175279,0.214841,0.326763,-0.027215,0.005804,0.010105,-0.002442,-0.010857,-0.015339,-0.005150,0.025605,0.021307,0.001314,0.003202,-0.018590,-0.027628,-0.054623,0.041153,0.270536,-0.142984,-0.009661,0.001464,-0.000000,-0.000000,-0.000000
0.996989,-0.001365,-0.003702,0.000003,-0.004132,0.006712,-0.000369,-0.000246,0.012082,0.000423,0.004423,-0.002079,-0.000824,-0.007074,0.000616,-0.004866,0.005924,0.002632,0.010739,-0.002886,0.007797,-0.006339,0.001658,-0.001621,-0.004806,-0.014257,-0.013982,-0.009990,0.007704,0.011994,0.011389,0.028793,-0.080971,-0.000173,0.018988,-0.003072,0.030705,0.007707,0.019169,-0.012436,0.012174,-0.045848,0.015113,0.009704,0.063640,-0.039129,-0.004095,0.162848,0.153447,-0.040769,0.799263,-0.111607,-0.003487,-0.317100,0.029062,0.222200,0.228768,0.023447,0.068002,-0.005747,-0.017996,-0.019869,0.001465,0.007167,0.262678,0.000000,-0.000000,-0.000000
0.995029,-0.001143,-0.000606,0.000749,0.001354,0.001491,0.006831,-0.005404,0.002612,-0.011579,-0.008936,-0.004380,-0.009401,0.004202,0.000762,0.008772,-0.001566,0.001858,0.002351,0.001909,0.000523,0.006191,-0.014997,-0.009057,-0.025526,-0.013574,0.004395,-0.025597,-0.003147,0.027866,0.017263,0.035773,-0.071394,0.009143,0.026261,0.006150,0.007860,0.019279,0.003427,-0.012633,-0.002727,-0.054626,-0.000545,0.001924,0.055900,-0.095755,-0.128805,0.317340,-0.201036,0.238298,-0.203432,-0.248525,-0.278994,-0.248487,-0.531984,-0.251182,0.047053,0.221077,0.145086,0.070687,-0.138736,0.041202,-0.053630,0.002413,0.262993,0.000000,-0.000000,-0.000000
0.991390,-0.167581,0.196354,0.243034,-0.260015,0.522861,0.088450,0.139817,0.042202,-0.076435,0.100501,-0.175902,0.180738,0.045633,0.099711,-0.134791,0.102337,-0.117986,0.141132,-0.057036,0.157340,-0.253129,0.304054,0.166506,0.272027,-0.120630,0.026447,0.171532,0.037821,-0.060525,-0.052576,-0.039092,-0.053067,-0.006301,-0.021785,0.007631,0.045208,-0.030404,-0.027579,0.015120,0.004831,-0.005849,0.007814,0.005347,-0.015276,-0.007889,0.005636,-0.001813,-0.001253,0.001074,-0.017661,-0.001427,-0.005507,-0.000831,-0.006877,-0.013854,0.022219,0.005578,0.010698,0.011518,-0.007090,0.002758,-0.023107,0.000011,0.002651,-0.000000,0.000000,-0.000000
0.984160,-0.083820,0.085206,0.282153,0.112055,0.145529,0.072255,-0.353948,-0.099466,0.169570,0.403338,0.083383,0.237671,-0.101834,-0.309490,0.372421,-0.419950,0.037985,-0.137267,-0.021031,0.104851,-0.018896,-0.105359,-0.021967,0.027088,0.040268,-0.004590,0.045669,-0.013777,-0.007050,-0.035786,0.050059,0.014533,0.017239,-0.021190,-0.018601,0.001402,0.000714,-0.031888,0.004472,0.016124,0.006780,0.004333,-0.001100,-0.012404,0.002276,0.005703,0.001960,-0.007780,-0.009038,0.007883,0.006803,0.003153,-0.009704,-0.009168,-0.009118,0.004803,-0.007695,0.009557,0.000383,-0.004970,0.010338,0.005879,0.003658,-0.001177,0.000000,-0.000000,0.000000
0.982324,-0.000128,0.000545,0.004714,0.005793,0.001359,0.003218,-0.010892,0.011721,0.003791,0.004499,0.014988,0.007402,-0.001968,-0.002805,0.005682,0.009138,0.010706,0.008040,0.004218,-0.001533,-0.000861,0.010095,-0.005463,0.010916,-0.001725,-0.001988,-0.023495,0.019342,-0.013903,-0.034542,0.087537,-0.059519,0.067084,-0.024720,-0.031878,-0.026793,0.040722,-0.015634,-0.060004,0.026265,-0.022771,0.009979,0.015442,0.012784,-0.077475,0.145571,-0.080619,0.536430,0.344784,-0.129286,-0.034048,-0.119589,0.072650,-0.018283,0.055718,-0.095342,0.070696,0.050777,0.080583,0.622084,-0.079847,-0.045717,-0.005985,0.267080,0.000000,-0.000000,-0.000000
0.976489,-0.101976,-0.028994,-0.330633,0.258521,0.195297,0.187158,0.204822,-0.091207,0.235262,-0.223619,0.122800,0.088064,-0.009139,-0.177481,0.089756,0.002032,-0.065640,-0.070584,0.129561,0.014520,-0.067328,0.122895,0.008687,0.027392,-0.006229,0.014251,-0.034901,-0.065864,-0.028522,-0.077126,-0.028917,0.022162,-0.119148,-0.121957,-0.601388,0.246060,-0.036897,-0.058040,0.022692,0.015403,-0.023570,0.015624,-0.003716,0.003551,0.018923,0.002127,-0.001084,-0.001943,0.001569,0.002688,0.004620,0.001989,-0.003108,-0.007841,-0.019661,0.011056,0.010728,0.016489,-0.013218,-0.003860,0.026116,-0.028848,-0.005888,-0.000191,0.000000,-0.000000,-0.000000
0.971075,-0.169997,-0.367418,0.012635,-0.117345,0.003209,-0.064842,0.201085,0.084140,0.092090,0.062630,0.203830,0.226633,-0.310562,0.463583,0.220411,-0.038503,-0.126755,-0.045043,-0.028844,0.122681,0.032826,-0.014923,-0.148581,-0.099282,-0.153790,-0.445586,0.047365,-0.012889,0.023082,-0.047869,-0.027145,0.000986,-0.022129,-0.032657,0.015676,-0.000416,0.018308,0.061063,-0.017037,-0.000899,-0.002675,-0.003483,0.009372,0.005174,0.006138,0.002587,0.004924,0.005815,-0.015415,-0.004834,0.003234,-0.006218,0.011364,-0.003677,-0.008324,-0.021454,0.027405,-0.012112,0.001693,-0.003825,-0.005383,-0.002111,-0.002466,-0.000365,0.000000,-0.000000,-0.000000
0.965497,-0.001758,-0.004722,-0.003692,-0.002103,-0.000662,0.002532,-0.001929,0.006233,0.003066,-0.014759,0.012218,0.008842,0.000656,-0.016056,0.007846,0.002686,-0.004398,-0.006530,0.005713,0.006711,-0.011173,0.010862,-0.010425,0.007745,-0.006586,-0.016867,-0.005990,0.010163,0.018487,-0.010570,0.005206,-0.071483,0.008689,0.009654,0.010745,0.038446,0.004191,-0.011642,0.002107,-0.000336,-0.070527,0.013049,-0.038781,0.048013,-0.061474,0.098774,0.157497,-0.014049,-0.028141,-0.177693,-0.545287,0.612652,-0.005141,0.031389,0.037097,-0.092258,-0.342297,-0.152249,0.073652,-0.030570,-0.038843,0.078809,0.029291,0.268095,0.000000,-0.000000,-0.000000
0.947909,-0.017393,-0.024158,0.007645,-0.000438,-0.057237,0.022648,0.043993,0.039136,0.045371,0.020082,-0.075199,-0.009670,0.072662,0.134980,0.024154,-0.018759,0.227716,-0.201686,0.149277,0.214358,0.078158,0.048360,-0.024568,0.042175,-0.059540,0.094951,0.095529,0.183775,-0.044933,0.079803,-0.038818,0.138533,0.545972,0.381480,-0.087576,0.229342,-0.015498,-0.004548,0.005050,0.020771,-0.241882,0.038566,0.086425,0.118622,0.198055,-0.014668,-0.000686,0.003345,-0.001535,-0.007313,-0.004473,-0.001060,0.013794,0.017359,-0.007858,0.010760,-0.025984,-0.010667,-0.053347,0.022666,0.235177,-0.130966,-0.008233,0.002534,-0.000000,0.000000,-0.000000
0.940442,-0.112419,0.134522,-0.292734,0.269790,0.022417,-0.357912,-0.039131,-0.016478,-0.304051,0.228615,0.031765,0.209945,-0.006150,0.035100,-0.031419,0.112645,-0.006771,-0.118028,-0.330780,0.192087,-0.048569,0.213773,-0.007264,-0.188898,0.114649,0.088298,-0.113467,0.073133,0.131776,-0.092183,-0.063204,0.073445,0.003935,-0.027993,0.033292,0.127948,0.287891,-0.062359,-0.042251,-0.100296,-0.002739,0.011597,0.106639,-0.050730,-0.035552,-0.057580,-0.002715,-0.000361,-0.003684,0.009016,-0.012258,-0.003231,-0.000014,-0.013982,-0.015698,0.000628,-0.024263,-0.047650,-0.101514,0.013766,-0.053600,-0.060102,0.032179,-0.000321,0.000000,0.000000,0.000000
0.921733,-0.041653,0.064689,0.029123,0.094904,0.030974,0.044632,-0.051149,0.105921,0.155499,-0.033834,0.191639,-0.304261,0.027243,0.151170,-0.458260,-0.356177,-0.444759,-0.370305,-0.140459,0.110737,-0.191250,-0.111438,0.038188,-0.058823,-0.013403,0.041249,0.061490,-0.007648,0.039745,-0.088845,0.061041,-0.020795,0.092430,-0.018988,0.008168,-0.038235,0.015518,-0.013042,-0.015367,-0.015144,-0.006186,0.006984,0.015894,0.004367,0.007360,0.006748,0.002447,-0.002613,-0.002295,0.000443,-0.003615,-0.000793,0.006624,0.004139,-0.002699,0.012992,0.000341,0.002620,0.000712,-0.002463,-0.000545,-0.006278,-0.008400,-0.000506,0.000000,0.000000,-0.000000
0.913286,-0.001674,-0.002826,0.005071,0.000316,0.005920,0.005475,-0.002427,0.004217,-0.010495,0.002274,-0.005855,-0.001168,-0.006312,-0.023656,-0.004516,-0.016776,0.004301,-0.000066,-0.012315,0.006645,0.031283,0.012705,0.015336,0.020038,0.009115,0.007058,0.003006,0.007291,0.016876,-0.005707,0.031713,-0.078260,0.018180,0.017232,-0.019894,0.019603,-0.016692,-0.048396,0.002396,0.030897,-0.040378,0.027860,0.001293,0.018286,-0.054750,-0.037225,-0.019502,-0.275244,0.022787,0.032639,-0.184413,-0.112917,0.314412,0.223987,0.349476,-0.273701,0.573368,-0.307661,-0.083188,-0.067855,-0.035108,0.014637,-0.012010,0.264573,0.000000,-0.000000,-0.000000
0.875894,-0.479340,0.156448,-0.076550,-0.056330,0.008373,0.073589,-0.058334,-0.025241,0.075376,0.048532,-0.008510,-0.086260,-0.045729,0.001151,0.002237,0.156812,-0.077312,0.042236,-0.040277,0.084144,0.100236,-0.047371,-0.016972,0.003402,-0.044219,0.028114,-0.090058,-0.248040,0.291262,0.575860,0.331741,0.141861,0.014059,0.066318,-0.053013,-0.082400,-0.033434,0.081718,-0.020385,-0.032706,0.029539,-0.015556,0.058741,0.002721,0.018294,0.003516,-0.004583,0.003692,0.002521,0.002626,0.011760,0.010867,0.027244,-0.028085,0.027848,-0.003710,-0.028937,-0.052977,0.017771,0.008721,0.005699,0.036706,0.021542,0.001266,0.000000,-0.000000,0.000000
0.832312,-0.456842,0.122245,-0.075707,-0.086657,0.048194,0.133725,-0.144345,-0.058041,0.045955,0.015673,-0.073828,-0.218635,-0.083477,-0.019190,-0.035713,0.126793,-0.093663,0.293783,0.145395,0.258896,0.124579,-0.286939,-0.088698,-0.211145,0.215864,-0.029622,-0.098855,0.227869,-0.226119,-0.281819,-0.208386,-0.068440,-0.003763,0.027623,0.029292,0.033748,0.080758,-0.007637,-0.007400,0.030575,-0.019415,-0.007999,-0.035543,0.017787,-0.002745,-0.000788,-0.003161,-0.001939,-0.005989,-0.006403,-0.007325,-0.004911,-0.007080,0.025427,-0.000586,-0.025128,0.001854,0.041735,-0.033246,-0.006457,-0.004434,-0.004703,-0.014630,0.001289,-0.000000,0.000000,0.000000
0.772140,-0.001752,-0.000342,-0.003148,-0.001230,-0.000349,-0.016665,-0.000203,0.011789,-0.004478,0.005252,0.008042,-0.000810,-0.010255,-0.000359,0.000574,-0.004129,0.008504,-0.003447,0.015024,-0.011381,-0.000824,0.003867,-0.009595,-0.011484,-0.009846,-0.022098,-0.015086,0.010614,0.008873,-0.012487,0.016971,-0.079980,-0.002684,0.013164,0.001443,0.045141,0.026465,-0.028528,0.007507,-0.001532,-0.071231,0.038661,-0.002599,0.011721,-0.084649,-0.144528,0.125706,-0.116935,-0.002740,-0.215469,0.363165,0.059545,0.291163,-0.174003,0.565053,0.358697,-0.208595,0.239763,0.047195,-0.036543,-0.007597,0.028513,0.017208,0.268653,0.000000,-0.000000,-0.000000
0.698888,-0.050000,0.049693,0.093374,-0.115585,0.142782,0.081576,-0.016071,-0.072477,0.015737,0.154755,-0.066788,0.182708,0.112933,-0.005258,-0.010809,0.450330,-0.211034,-0.594632,0.180457,-0.376642,0.183628,-0.112542,-0.037267,-0.090926,0.100047,-0.041484,-0.079476,0.057715,-0.002455,-0.099942,-0.011512,-0.002042,-0.019812,0.021621,0.027993,-0.002337,-0.009494,-0.009064,0.007414,0.004345,-0.002281,0.007741,0.009241,0.003654,-0.009548,-0.006352,0.001343,0.000240,-0.000206,0.007137,-0.006680,-0.001586,-0.004836,0.005354,0.002519,-0.000754,0.008486,-0.001513,-0.006624,0.003796,-0.001996,0.005718,-0.006598,-0.002278,0.000000,-0.000000,0.000000
0.554198,-0.014608,0.001351,0.211468,0.261201,0.007560,0.047601,-0.143874,0.110159,0.084919,0.036646,0.297460,-0.006199,0.013857,0.095181,-0.106027,0.205861,0.085219,0.117739,0.031742,-0.030101,0.010367,0.083608,-0.065519,0.008521,0.056143,0.024691,0.010698,-0.004136,0.003343,0.042535,0.007723,0.042776,-0.058973,-0.070170,0.134566,0.277616,-0.159886,0.026106,-0.001550,0.059201,-0.114735,0.002095,0.036573,0.106309,0.198167,-0.040676,0.079550,0.002480,0.037386,-0.132366,-0.055587,0.038036,0.000029,0.255014,-0.162494,0.413590,0.194343,0.017715,-0.032113,0.033734,-0.330384,0.076706,-0.044640,-0.000885,0.000000,0.000000,-0.000000
0.251664,-0.000796,0.003341,-0.000352,0.004285,-0.002953,-0.006196,0.007432,-0.000486,-0.005192,0.007875,-0.001771,-0.011915,-0.003055,0.001849,0.016999,0.008079,-0.001763,-0.014266,-0.017216,-0.001567,-0.003522,0.031878,0.011781,-0.028562,-0.018110,0.012074,0.000737,-0.035780,-0.013112,0.045995,0.033496,-0.005304,-0.002125,0.008023,0.022723,-0.027711,-0.048644,-0.015992,-0.017619,-0.015052,0.017741,0.003456,0.044835,-0.025910,-0.005903,-0.052813,-0.047205,0.066755,0.019353,0.092816,-0.068366,0.348559,0.215559,0.011091,-0.112346,-0.208061,0.260690,0.746613,-0.320205,-0.076560,0.016820,-0.043106,-0.031259,0.000257,0.000000,0.000000,-0.000000
0.000000,-0.001203,0.001875,-0.005053,0.002361,0.003613,0.007637,0.000665,0.005028,0.006630,-0.007567,-0.000806,-0.003153,-0.004386,-0.004589,0.004230,-0.004206,0.014679,0.001946,0.008889,-0.018033,-0.002548,0.001364,-0.016664,-0.008902,-0.006984,0.000041,-0.027024,0.008007,0.016171,0.000433,0.023156,-0.072639,0.001214,0.019673,0.019559,0.023385,0.030633,0.005944,0.000780,-0.002289,-0.053336,0.010345,-0.021013,0.035231,-0.093876,0.034859,-0.463031,-0.004194,-0.376817,0.135323,-0.255071,-0.261695,0.442416,-0.132402,-0.307650,0.211824,-0.144201,0.059499,0.132138,-0.033863,-0.011069,-0.010612,-0.002690,0.265679,0.000000,-0.000000,-0.000000
0.000000,-0.094632,-0.035284,-0.328515,0.245596,0.201518,0.152622,0.191183,-0.062862,0.207047,-0.194599,0.149680,0.121476,0.023862,-0.178490,0.107526,-0.013485,-0.025542,-0.024172,0.079735,-0.009553,-0.041011,0.061998,0.030710,0.139559,0.044712,0.001479,0.064993,0.090010,0.046168,0.005028,-0.043407,-0.004507,0.139443,0.112521,0.645784,-0.221620,0.032007,0.008431,-0.008143,-0.018835,0.014714,-0.004963,-0.010217,-0.015722,-0.015022,0.010568,-0.000404,0.002042,-0.000803,-0.003673,0.004717,-0.015294,-0.019266,-0.000806,0.032565,0.005133,0.015421,0.002662,0.001300,0.000308,-0.019170,0.002787,0.001737,-0.001462,0.000000,0.000000,-0.000000
0.000000,-0.001095,-0.000210,0.000299,-0.003026,-0.007513,-0.004471,0.002643,0.010856,0.007751,-0.004504,0.003736,0.016021,-0.005885,0.006916,0.008794,-0.002517,-0.006483,-0.003355,-0.009146,-0.012732,-0.004094,0.006427,-0.000797,0.010777,-0.014051,0.005665,-0.006170,-0.008830,0.038414,0.033122,0.049428,-0.072730,0.000868,0.010138,-0.009811,0.018692,-0.025260,-0.003790,0.014159,-0.024429,-0.045158,0.016227,0.032098,0.055174,-0.111491,0.033056,0.016887,-0.128017,-0.120667,-0.206938,-0.032914,-0.416008,-0.309833,0.520780,0.030467,-0.223028,-0.329711,0.284683,-0.186632,-0.045298,-0.048080,0.005686,-0.004314,0.266770,0.000000,0.000000,-0.000000
